UID,NERC,Region,Start,End,Center,Center_DOY,T_Max_Min,Duration,Regions_Impacted
HW_NERC10_Event87,10,PJM,2011-07-19,2011-07-24,2011-07-21,202,93.57,6,7.0
HW_NERC10_Event88,10,PJM,2011-07-27,2011-08-02,2011-07-30,211,89.79,7,6.0
HW_NERC10_Event89,10,PJM,2012-06-20,2012-06-21,2012-06-20,172,88.63,2,4.0
HW_NERC10_Event90,10,PJM,2012-06-28,2012-07-08,2012-07-03,185,94.59,11,4.0
HW_NERC10_Event91,10,PJM,2012-07-16,2012-07-18,2012-07-17,199,91.52,3,6.0
HW_NERC10_Event92,10,PJM,2012-07-25,2012-07-27,2012-07-26,208,89.78,3,3.0
HW_NERC10_Event93,10,PJM,2012-08-02,2012-08-03,2012-08-02,215,87.94,2,7.0
HW_NERC10_Event94,10,PJM,2013-07-15,2013-07-19,2013-07-17,198,90.28,5,5.0
HW_NERC10_Event95,10,PJM,2016-07-22,2016-07-26,2016-07-24,206,90.51,5,9.0
HW_NERC10_Event96,10,PJM,2016-08-11,2016-08-15,2016-08-13,226,89.51,5,3.0
HW_NERC10_Event97,10,PJM,2016-09-09,2016-09-09,2016-09-09,253,87.79,1,1.0
HW_NERC10_Event98,10,PJM,2017-07-19,2017-07-22,2017-07-20,201,89.64,4,8.0
HW_NERC10_Event99,10,PJM,2018-06-18,2018-06-18,2018-06-18,169,87.98,1,1.0
HW_NERC10_Event100,10,PJM,2018-06-30,2018-07-04,2018-07-02,183,90.08,5,6.0
HW_NERC10_Event101,10,PJM,2018-08-05,2018-08-06,2018-08-05,217,87.72,2,6.0
HW_NERC10_Event102,10,PJM,2018-08-27,2018-08-29,2018-08-28,240,89.29,3,5.0
HW_NERC10_Event103,10,PJM,2018-09-04,2018-09-05,2018-09-04,247,88.24,2,3.0
HW_NERC10_Event104,10,PJM,2019-06-28,2019-06-28,2019-06-28,179,87.71,1,1.0
HW_NERC10_Event105,10,PJM,2019-07-17,2019-07-21,2019-07-19,200,90.83,5,6.0
HW_NERC10_Event106,10,PJM,2020-07-04,2020-07-04,2020-07-04,186,87.86,1,1.0
HW_NERC10_Event107,10,PJM,2020-07-18,2020-07-21,2020-07-19,201,90.17,4,5.0
HW_NERC10_Event108,10,PJM,2020-07-26,2020-07-28,2020-07-27,209,89.23,3,5.0
HW_NERC10_Event109,10,PJM,2021-06-28,2021-06-29,2021-06-28,179,88.71,2,6.0
HW_NERC10_Event110,10,PJM,2021-07-06,2021-07-06,2021-07-06,187,88.26,1,4.0
HW_NERC10_Event111,10,PJM,2021-08-11,2021-08-13,2021-08-12,224,90.0,3,8.0
HW_NERC10_Event112,10,PJM,2021-08-24,2021-08-27,2021-08-25,237,89.3,4,7.0
HW_NERC10_Event113,10,PJM,2022-07-20,2022-07-24,2022-07-22,203,91.26,5,6.0
HW_NERC10_Event114,10,PJM,2022-08-03,2022-08-04,2022-08-03,215,88.18,2,8.0
HW_NERC10_Event115,10,PJM,2022-08-08,2022-08-08,2022-08-08,220,88.27,1,4.0
HW_NERC10_Event116,10,PJM,2023-07-26,2023-07-29,2023-07-27,208,91.51,4,9.0
HW_NERC10_Event117,10,PJM,2023-09-04,2023-09-06,2023-09-05,248,90.04,3,8.0
HW_NERC10_Event118,10,PJM,2024-06-21,2024-06-23,2024-06-22,174,89.9,3,4.0
HW_NERC10_Event119,10,PJM,2024-07-05,2024-07-09,2024-07-07,189,88.21,5,8.0
HW_NERC10_Event120,10,PJM,2024-07-14,2024-07-16,2024-07-15,197,91.3,3,10.0
HW_NERC10_Event121,10,PJM,2024-07-31,2024-08-02,2024-08-01,214,89.19,3,11.0
HW_NERC10_Event122,10,PJM,2024-08-27,2024-08-28,2024-08-27,240,89.22,2,4.0
HW_NERC11_Event1,11,PNW,1980-07-21,1980-07-22,1980-07-21,203,88.08,2,5.0
HW_NERC11_Event2,11,PNW,1981-07-04,1981-07-04,1981-07-04,185,85.5,1,4.0
HW_NERC11_Event3,11,PNW,1981-08-06,1981-08-13,1981-08-09,221,91.34,8,2.0
HW_NERC11_Event4,11,PNW,1982-08-07,1982-08-08,1982-08-07,219,87.1,2,2.0
HW_NERC11_Event5,11,PNW,1982-08-20,1982-08-21,1982-08-20,232,85.68,2,2.0
HW_NERC11_Event6,11,PNW,1983-05-28,1983-05-28,1983-05-28,148,85.84,1,1.0
HW_NERC11_Event7,11,PNW,1983-08-06,1983-08-08,1983-08-07,219,88.28,3,5.0
HW_NERC11_Event8,11,PNW,1984-07-16,1984-07-17,1984-07-16,198,86.54,2,4.0
HW_NERC11_Event9,11,PNW,1984-07-25,1984-07-25,1984-07-25,207,85.87,1,1.0
HW_NERC11_Event10,11,PNW,1984-08-09,1984-08-10,1984-08-09,222,87.01,2,3.0
HW_NERC11_Event11,11,PNW,1985-06-18,1985-06-18,1985-06-18,169,85.37,1,2.0
HW_NERC11_Event12,11,PNW,1985-07-03,1985-07-03,1985-07-03,184,85.4,1,2.0
HW_NERC11_Event13,11,PNW,1985-07-07,1985-07-10,1985-07-08,189,88.73,4,6.0
HW_NERC11_Event14,11,PNW,1985-07-19,1985-07-21,1985-07-20,201,88.2,3,1.0
HW_NERC11_Event15,11,PNW,1985-07-27,1985-07-27,1985-07-27,208,86.07,1,1.0
HW_NERC11_Event16,11,PNW,1986-05-30,1986-06-01,1986-05-31,151,87.08,3,1.0
HW_NERC11_Event17,11,PNW,1986-08-02,1986-08-02,1986-08-02,214,86.0,1,2.0
HW_NERC11_Event18,11,PNW,1986-08-07,1986-08-10,1986-08-08,220,87.7,4,1.0
HW_NERC11_Event19,11,PNW,1986-08-26,1986-08-27,1986-08-26,238,87.77,2,1.0
HW_NERC11_Event20,11,PNW,1987-06-26,1987-06-26,1987-06-26,177,85.69,1,1.0
HW_NERC11_Event21,11,PNW,1987-07-14,1987-07-14,1987-07-14,195,86.84,1,2.0
HW_NERC11_Event22,11,PNW,1987-08-08,1987-08-09,1987-08-08,220,86.27,2,2.0
HW_NERC11_Event23,11,PNW,1987-08-30,1987-09-01,1987-08-31,243,89.43,3,3.0
HW_NERC11_Event24,11,PNW,1988-07-19,1988-07-21,1988-07-20,202,89.53,3,2.0
HW_NERC11_Event25,11,PNW,1988-07-24,1988-07-27,1988-07-25,207,89.39,4,2.0
HW_NERC11_Event26,11,PNW,1988-08-23,1988-08-25,1988-08-24,237,87.51,3,2.0
HW_NERC11_Event27,11,PNW,1988-09-02,1988-09-05,1988-09-03,247,91.58,4,2.0
HW_NERC11_Event28,11,PNW,1989-08-07,1989-08-07,1989-08-07,219,85.36,1,3.0
HW_NERC11_Event29,11,PNW,1990-07-10,1990-07-14,1990-07-12,193,89.52,5,2.0
HW_NERC11_Event30,11,PNW,1990-07-21,1990-07-21,1990-07-21,202,85.49,1,1.0
HW_NERC11_Event31,11,PNW,1990-07-29,1990-07-30,1990-07-29,210,85.86,2,2.0
HW_NERC11_Event32,11,PNW,1990-08-04,1990-08-13,1990-08-08,220,90.06,10,3.0
HW_NERC11_Event33,11,PNW,1991-07-03,1991-07-03,1991-07-03,184,86.29,1,2.0
HW_NERC11_Event34,11,PNW,1991-07-23,1991-07-23,1991-07-23,204,85.65,1,1.0
HW_NERC11_Event35,11,PNW,1992-06-21,1992-06-24,1992-06-22,174,90.57,4,1.0
HW_NERC11_Event36,11,PNW,1992-07-17,1992-07-18,1992-07-17,199,88.2,2,1.0
HW_NERC11_Event37,11,PNW,1992-07-29,1992-08-01,1992-07-30,212,88.86,4,2.0
HW_NERC11_Event38,11,PNW,1992-08-10,1992-08-19,1992-08-14,227,92.7,10,3.0
HW_NERC11_Event39,11,PNW,1993-08-03,1993-08-04,1993-08-03,215,85.74,2,5.0
HW_NERC11_Event40,11,PNW,1994-07-20,1994-07-24,1994-07-22,203,91.6,5,5.0
HW_NERC11_Event41,11,PNW,1996-07-13,1996-07-14,1996-07-13,195,87.63,2,1.0
HW_NERC11_Event42,11,PNW,1996-07-23,1996-07-29,1996-07-26,208,88.92,7,3.0
HW_NERC11_Event43,11,PNW,1996-08-09,1996-08-12,1996-08-10,223,88.76,4,5.0
HW_NERC11_Event44,11,PNW,1996-08-24,1996-08-26,1996-08-25,238,89.73,3,1.0
HW_NERC11_Event45,11,PNW,1997-08-05,1997-08-06,1997-08-05,217,86.39,2,2.0
HW_NERC11_Event46,11,PNW,1998-07-26,1998-07-29,1998-07-27,208,89.91,4,3.0
HW_NERC11_Event47,11,PNW,1998-08-03,1998-08-05,1998-08-04,216,89.03,3,2.0
HW_NERC11_Event48,11,PNW,1998-08-13,1998-08-14,1998-08-13,225,86.67,2,2.0
HW_NERC11_Event49,11,PNW,1998-08-29,1998-09-04,1998-09-01,244,88.25,7,3.0
HW_NERC11_Event50,11,PNW,2000-07-30,2000-07-31,2000-07-30,212,86.18,2,4.0
HW_NERC11_Event51,11,PNW,2001-07-04,2001-07-04,2001-07-04,185,85.93,1,4.0
HW_NERC11_Event52,11,PNW,2001-08-09,2001-08-14,2001-08-11,223,87.07,6,1.0
HW_NERC11_Event53,11,PNW,2002-07-10,2002-07-14,2002-07-12,193,91.41,5,4.0
HW_NERC11_Event54,11,PNW,2002-07-22,2002-07-23,2002-07-22,203,85.9,2,6.0
HW_NERC11_Event55,11,PNW,2002-08-13,2002-08-14,2002-08-13,225,86.24,2,6.0
HW_NERC11_Event56,11,PNW,2003-07-19,2003-07-23,2003-07-21,202,88.59,5,2.0
HW_NERC11_Event57,11,PNW,2003-07-27,2003-08-01,2003-07-29,210,90.92,6,3.0
HW_NERC11_Event58,11,PNW,2003-08-15,2003-08-15,2003-08-15,227,85.61,1,1.0
HW_NERC11_Event59,11,PNW,2003-09-02,2003-09-05,2003-09-03,246,88.67,4,1.0
HW_NERC11_Event60,11,PNW,2004-07-17,2004-07-17,2004-07-17,199,85.37,1,2.0
HW_NERC11_Event61,11,PNW,2004-07-23,2004-07-25,2004-07-24,206,88.55,3,2.0
HW_NERC11_Event62,11,PNW,2004-08-10,2004-08-14,2004-08-12,225,87.91,5,1.0
HW_NERC11_Event63,11,PNW,2005-07-21,2005-07-21,2005-07-21,202,85.88,1,5.0
HW_NERC11_Event64,11,PNW,2005-07-27,2005-07-28,2005-07-27,208,85.8,2,6.0
HW_NERC11_Event65,11,PNW,2005-08-05,2005-08-06,2005-08-05,217,86.39,2,5.0
HW_NERC11_Event66,11,PNW,2006-06-26,2006-06-27,2006-06-26,177,87.54,2,2.0
HW_NERC11_Event67,11,PNW,2006-07-20,2006-07-26,2006-07-23,204,93.11,7,6.0
HW_NERC11_Event68,11,PNW,2007-07-05,2007-07-06,2007-07-05,186,87.31,2,5.0
HW_NERC11_Event69,11,PNW,2007-07-10,2007-07-14,2007-07-12,193,88.75,5,2.0
HW_NERC11_Event70,11,PNW,2008-06-29,2008-06-30,2008-06-29,181,87.18,2,1.0
HW_NERC11_Event71,11,PNW,2008-08-06,2008-08-06,2008-08-06,219,86.13,1,3.0
HW_NERC11_Event72,11,PNW,2008-08-14,2008-08-18,2008-08-16,229,90.83,5,1.0
HW_NERC11_Event73,11,PNW,2009-07-27,2009-08-03,2009-07-30,211,88.55,8,2.0
HW_NERC11_Event74,11,PNW,2009-08-19,2009-08-20,2009-08-19,231,87.48,2,3.0
HW_NERC11_Event75,11,PNW,2012-07-09,2012-07-09,2012-07-09,191,85.49,1,3.0
HW_NERC11_Event76,11,PNW,2012-08-05,2012-08-06,2012-08-05,218,86.84,2,6.0
HW_NERC11_Event77,11,PNW,2012-08-12,2012-08-14,2012-08-13,226,86.78,3,2.0
HW_NERC11_Event78,11,PNW,2012-08-17,2012-08-17,2012-08-17,230,85.27,1,1.0
HW_NERC11_Event79,11,PNW,2013-06-30,2013-07-03,2013-07-01,182,89.1,4,3.0
HW_NERC11_Event80,11,PNW,2013-07-24,2013-07-25,2013-07-24,205,85.53,2,2.0
HW_NERC11_Event81,11,PNW,2014-07-12,2014-07-16,2014-07-14,195,86.76,5,2.0
HW_NERC11_Event82,11,PNW,2014-07-28,2014-08-03,2014-07-31,212,87.06,7,2.0
HW_NERC11_Event83,11,PNW,2014-08-10,2014-08-11,2014-08-10,222,88.23,2,1.0
HW_NERC11_Event84,11,PNW,2015-06-26,2015-07-05,2015-06-30,181,91.62,10,2.0
HW_NERC11_Event85,11,PNW,2015-07-30,2015-08-03,2015-08-01,213,91.43,5,1.0
HW_NERC11_Event86,11,PNW,2015-08-12,2015-08-13,2015-08-12,224,87.15,2,1.0
HW_NERC11_Event87,11,PNW,2016-06-05,2016-06-05,2016-06-05,157,85.64,1,1.0
HW_NERC11_Event88,11,PNW,2016-07-28,2016-07-29,2016-07-28,210,86.74,2,6.0
HW_NERC11_Event89,11,PNW,2016-08-18,2016-08-20,2016-08-19,232,87.33,3,1.0
HW_NERC11_Event90,11,PNW,2017-06-25,2017-06-25,2017-06-25,176,85.77,1,1.0
HW_NERC11_Event91,11,PNW,2017-07-06,2017-07-07,2017-07-06,187,85.8,2,5.0
HW_NERC11_Event92,11,PNW,2017-07-31,2017-08-05,2017-08-02,214,91.26,6,2.0
HW_NERC11_Event93,11,PNW,2017-08-08,2017-08-10,2017-08-09,221,85.61,3,1.0
HW_NERC11_Event94,11,PNW,2017-08-27,2017-08-30,2017-08-28,240,90.43,4,3.0
HW_NERC11_Event95,11,PNW,2017-09-01,2017-09-07,2017-09-04,247,92.29,7,2.0
HW_NERC11_Event96,11,PNW,2018-07-13,2018-07-16,2018-07-14,195,86.46,4,2.0
HW_NERC11_Event97,11,PNW,2018-07-24,2018-07-25,2018-07-24,205,85.68,2,3.0
HW_NERC11_Event98,11,PNW,2018-07-29,2018-07-31,2018-07-30,211,88.62,3,5.0
HW_NERC11_Event99,11,PNW,2018-08-07,2018-08-11,2018-08-09,221,92.57,5,3.0
HW_NERC11_Event100,11,PNW,2018-08-15,2018-08-15,2018-08-15,227,85.74,1,2.0
HW_NERC11_Event101,11,PNW,2019-08-28,2019-08-28,2019-08-28,240,85.51,1,2.0
HW_NERC11_Event102,11,PNW,2020-07-27,2020-08-01,2020-07-29,211,89.73,6,5.0
HW_NERC11_Event103,11,PNW,2020-08-15,2020-08-18,2020-08-16,229,91.15,4,5.0
HW_NERC11_Event104,11,PNW,2020-09-03,2020-09-06,2020-09-04,248,87.35,4,6.0
HW_NERC11_Event105,11,PNW,2021-06-26,2021-07-01,2021-06-28,179,97.16,6,6.0
HW_NERC11_Event106,11,PNW,2021-07-06,2021-07-06,2021-07-06,187,85.69,1,4.0
HW_NERC11_Event107,11,PNW,2021-07-25,2021-08-05,2021-07-30,211,90.8,12,1.0
HW_NERC11_Event108,11,PNW,2021-08-11,2021-08-16,2021-08-13,225,91.85,6,7.0
HW_NERC11_Event109,11,PNW,2022-07-25,2022-08-02,2022-07-29,210,92.23,9,2.0
HW_NERC11_Event110,11,PNW,2022-08-08,2022-08-09,2022-08-08,220,87.63,2,4.0
HW_NERC11_Event111,11,PNW,2022-08-16,2022-08-19,2022-08-17,229,89.7,4,1.0
HW_NERC11_Event112,11,PNW,2022-08-30,2022-09-03,2022-09-01,244,88.12,5,4.0
HW_NERC11_Event113,11,PNW,2023-07-15,2023-07-16,2023-07-15,196,86.0,2,3.0
HW_NERC11_Event114,11,PNW,2023-08-13,2023-08-18,2023-08-15,227,93.48,6,4.0
HW_NERC11_Event115,11,PNW,2024-07-06,2024-07-22,2024-07-14,196,92.35,17,11.0
HW_NERC11_Event116,11,PNW,2024-08-01,2024-08-04,2024-08-02,215,91.38,4,12.0
HW_NERC11_Event117,11,PNW,2024-08-31,2024-09-01,2024-08-31,244,86.18,2,1.0
HW_NERC11_Event118,11,PNW,2024-09-05,2024-09-07,2024-09-06,250,89.02,3,2.0
HW_NERC12_Event1,12,RM,1980-06-26,1980-06-26,1980-06-26,178,84.93,1,2.0
HW_NERC12_Event2,12,RM,1980-07-06,1980-07-06,1980-07-06,188,85.38,1,2.0
HW_NERC12_Event3,12,RM,1980-07-17,1980-07-18,1980-07-17,199,85.11,2,6.0
HW_NERC12_Event4,12,RM,1980-07-28,1980-07-29,1980-07-28,210,85.11,2,5.0
HW_NERC12_Event5,12,RM,1981-07-06,1981-07-06,1981-07-06,187,85.06,1,6.0
HW_NERC12_Event6,12,RM,1981-07-20,1981-07-21,1981-07-20,201,85.55,2,2.0
HW_NERC12_Event7,12,RM,1985-07-05,1985-07-08,1985-07-06,187,86.69,4,7.0
HW_NERC12_Event8,12,RM,1986-08-18,1986-08-18,1986-08-18,230,84.82,1,3.0
HW_NERC12_Event9,12,RM,1989-07-02,1989-07-09,1989-07-05,186,88.01,8,6.0
HW_NERC12_Event10,12,RM,1990-06-24,1990-07-02,1990-06-28,179,88.88,9,6.0
HW_NERC12_Event11,12,RM,1991-07-06,1991-07-06,1991-07-06,187,86.05,1,3.0
HW_NERC12_Event12,12,RM,1994-06-25,1994-07-02,1994-06-28,179,88.4,8,5.0
HW_NERC12_Event13,12,RM,1994-07-10,1994-07-10,1994-07-10,191,84.82,1,4.0
HW_NERC12_Event14,12,RM,1994-07-18,1994-07-18,1994-07-18,199,84.95,1,3.0
HW_NERC12_Event15,12,RM,1994-08-06,1994-08-07,1994-08-06,218,86.19,2,2.0
HW_NERC12_Event16,12,RM,1994-08-17,1994-08-17,1994-08-17,229,85.08,1,2.0
HW_NERC12_Event17,12,RM,1995-07-08,1995-07-12,1995-07-10,191,85.89,5,4.0
HW_NERC12_Event18,12,RM,1995-07-26,1995-07-30,1995-07-28,209,88.65,5,7.0
HW_NERC12_Event19,12,RM,1995-08-06,1995-08-09,1995-08-07,219,87.58,4,5.0
HW_NERC12_Event20,12,RM,1996-07-02,1996-07-05,1996-07-03,185,86.85,4,4.0
HW_NERC12_Event21,12,RM,1996-08-12,1996-08-13,1996-08-12,225,86.79,2,5.0
HW_NERC12_Event22,12,RM,1997-07-15,1997-07-17,1997-07-16,197,87.35,3,8.0
HW_NERC12_Event23,12,RM,1998-06-29,1998-07-01,1998-06-30,181,86.31,3,2.0
HW_NERC12_Event24,12,RM,1998-07-12,1998-07-21,1998-07-16,197,90.29,10,5.0
HW_NERC12_Event25,12,RM,2000-07-13,2000-07-15,2000-07-14,196,86.54,3,5.0
HW_NERC12_Event26,12,RM,2000-07-23,2000-07-25,2000-07-24,206,86.02,3,3.0
HW_NERC12_Event27,12,RM,2000-07-27,2000-07-29,2000-07-28,210,85.9,3,3.0
HW_NERC12_Event28,12,RM,2000-07-31,2000-08-04,2000-08-02,215,87.18,5,3.0
HW_NERC12_Event29,12,RM,2000-08-07,2000-08-10,2000-08-08,221,86.7,4,7.0
HW_NERC12_Event30,12,RM,2001-06-29,2001-07-08,2001-07-03,184,88.14,10,5.0
HW_NERC12_Event31,12,RM,2001-07-21,2001-07-22,2001-07-21,202,85.38,2,7.0
HW_NERC12_Event32,12,RM,2001-07-29,2001-07-30,2001-07-29,210,86.71,2,3.0
HW_NERC12_Event33,12,RM,2002-06-18,2002-06-18,2002-06-18,169,85.1,1,1.0
HW_NERC12_Event34,12,RM,2002-06-23,2002-07-03,2002-06-28,179,89.22,11,3.0
HW_NERC12_Event35,12,RM,2002-07-08,2002-07-18,2002-07-13,194,87.65,11,3.0
HW_NERC12_Event36,12,RM,2002-07-29,2002-08-01,2002-07-30,211,88.36,4,7.0
HW_NERC12_Event37,12,RM,2002-08-16,2002-08-18,2002-08-17,229,86.98,3,1.0
HW_NERC12_Event38,12,RM,2003-07-01,2003-07-25,2003-07-13,194,90.89,25,2.0
HW_NERC12_Event39,12,RM,2003-08-05,2003-08-07,2003-08-06,218,86.08,3,3.0
HW_NERC12_Event40,12,RM,2004-07-12,2004-07-13,2004-07-12,194,85.36,2,2.0
HW_NERC12_Event41,12,RM,2004-08-01,2004-08-01,2004-08-01,214,85.01,1,2.0
HW_NERC12_Event42,12,RM,2005-07-08,2005-07-23,2005-07-15,196,90.5,16,6.0
HW_NERC12_Event43,12,RM,2005-07-29,2005-07-31,2005-07-30,211,86.16,3,3.0
HW_NERC12_Event44,12,RM,2006-07-13,2006-07-18,2006-07-15,196,89.24,6,11.0
HW_NERC12_Event45,12,RM,2006-07-22,2006-07-25,2006-07-23,204,86.41,4,6.0
HW_NERC12_Event46,12,RM,2006-07-28,2006-07-30,2006-07-29,210,86.5,3,7.0
HW_NERC12_Event47,12,RM,2007-06-24,2007-06-25,2007-06-24,175,85.08,2,2.0
HW_NERC12_Event48,12,RM,2007-07-01,2007-07-03,2007-07-02,183,86.65,3,3.0
HW_NERC12_Event49,12,RM,2007-07-15,2007-07-17,2007-07-16,197,86.39,3,3.0
HW_NERC12_Event50,12,RM,2007-08-12,2007-08-12,2007-08-12,224,85.07,1,7.0
HW_NERC12_Event51,12,RM,2008-07-20,2008-07-20,2008-07-20,202,84.96,1,5.0
HW_NERC12_Event52,12,RM,2008-07-30,2008-08-03,2008-08-01,214,88.56,5,7.0
HW_NERC12_Event53,12,RM,2010-07-14,2010-07-19,2010-07-16,197,87.56,6,9.0
HW_NERC12_Event54,12,RM,2011-07-17,2011-07-17,2011-07-17,198,84.82,1,3.0
HW_NERC12_Event55,12,RM,2011-07-23,2011-07-25,2011-07-24,205,85.45,3,6.0
HW_NERC12_Event56,12,RM,2011-07-31,2011-07-31,2011-07-31,212,85.08,1,6.0
HW_NERC12_Event57,12,RM,2011-08-17,2011-08-17,2011-08-17,229,84.89,1,3.0
HW_NERC12_Event58,12,RM,2011-08-23,2011-08-25,2011-08-24,236,86.44,3,6.0
HW_NERC12_Event59,12,RM,2012-06-18,2012-06-19,2012-06-18,170,85.55,2,3.0
HW_NERC12_Event60,12,RM,2012-06-23,2012-07-03,2012-06-28,180,89.8,11,9.0
HW_NERC12_Event61,12,RM,2012-07-19,2012-07-20,2012-07-19,201,85.97,2,8.0
HW_NERC12_Event62,12,RM,2013-06-10,2013-06-11,2013-06-10,161,86.09,2,2.0
HW_NERC12_Event63,12,RM,2013-06-26,2013-06-29,2013-06-27,178,87.79,4,4.0
HW_NERC12_Event64,12,RM,2013-07-09,2013-07-11,2013-07-10,191,86.21,3,2.0
HW_NERC12_Event65,12,RM,2013-07-21,2013-07-23,2013-07-22,203,86.32,3,3.0
HW_NERC12_Event66,12,RM,2014-07-05,2014-07-07,2014-07-06,187,86.39,3,2.0
HW_NERC12_Event67,12,RM,2014-07-21,2014-07-24,2014-07-22,203,86.93,4,4.0
HW_NERC12_Event68,12,RM,2015-06-20,2015-06-22,2015-06-21,172,85.84,3,3.0
HW_NERC12_Event69,12,RM,2016-06-18,2016-06-22,2016-06-20,172,88.56,5,3.0
HW_NERC12_Event70,12,RM,2016-07-09,2016-07-10,2016-07-09,191,84.93,2,1.0
HW_NERC12_Event71,12,RM,2016-07-22,2016-07-24,2016-07-23,205,85.01,3,10.0
HW_NERC12_Event72,12,RM,2016-07-28,2016-07-29,2016-07-28,210,84.84,2,6.0
HW_NERC12_Event73,12,RM,2017-06-20,2017-06-21,2017-06-20,171,86.73,2,3.0
HW_NERC12_Event74,12,RM,2017-07-04,2017-07-07,2017-07-05,186,86.36,4,5.0
HW_NERC12_Event75,12,RM,2018-06-14,2018-06-14,2018-06-14,165,85.0,1,2.0
HW_NERC12_Event76,12,RM,2018-06-27,2018-06-29,2018-06-28,179,88.38,3,5.0
HW_NERC12_Event77,12,RM,2018-07-06,2018-07-10,2018-07-08,189,85.75,5,5.0
HW_NERC12_Event78,12,RM,2018-07-18,2018-07-21,2018-07-19,200,87.0,4,5.0
HW_NERC12_Event79,12,RM,2019-07-17,2019-07-20,2019-07-18,199,86.97,4,6.0
HW_NERC12_Event80,12,RM,2019-08-19,2019-08-20,2019-08-19,231,85.4,2,4.0
HW_NERC12_Event81,12,RM,2019-09-01,2019-09-02,2019-09-01,244,85.84,2,2.0
HW_NERC12_Event82,12,RM,2020-07-07,2020-07-13,2020-07-10,192,87.49,7,7.0
HW_NERC12_Event83,12,RM,2020-07-17,2020-07-19,2020-07-18,200,85.69,3,5.0
HW_NERC12_Event84,12,RM,2020-08-08,2020-08-09,2020-08-08,221,85.29,2,4.0
HW_NERC12_Event85,12,RM,2020-08-12,2020-08-25,2020-08-18,231,88.01,14,4.0
HW_NERC12_Event86,12,RM,2020-09-05,2020-09-06,2020-09-05,249,86.7,2,6.0
HW_NERC12_Event87,12,RM,2021-06-13,2021-06-18,2021-06-15,166,90.57,6,5.0
HW_NERC12_Event88,12,RM,2021-06-22,2021-06-23,2021-06-22,173,85.6,2,2.0
HW_NERC12_Event89,12,RM,2021-07-08,2021-07-11,2021-07-09,190,88.94,4,4.0
HW_NERC12_Event90,12,RM,2021-08-10,2021-08-10,2021-08-10,222,84.84,1,7.0
HW_NERC12_Event91,12,RM,2021-09-10,2021-09-10,2021-09-10,253,85.18,1,2.0
HW_NERC12_Event92,12,RM,2022-06-11,2022-06-12,2022-06-11,162,86.23,2,4.0
HW_NERC12_Event93,12,RM,2022-07-08,2022-07-10,2022-07-09,190,87.48,3,4.0
HW_NERC12_Event94,12,RM,2022-07-14,2022-07-23,2022-07-18,199,87.87,10,8.0
HW_NERC12_Event95,12,RM,2022-09-04,2022-09-07,2022-09-05,248,87.21,4,4.0
HW_NERC12_Event96,12,RM,2023-07-11,2023-07-13,2023-07-12,193,86.16,3,3.0
HW_NERC12_Event97,12,RM,2023-07-16,2023-07-19,2023-07-17,198,88.59,4,6.0
HW_NERC12_Event98,12,RM,2023-07-22,2023-07-29,2023-07-25,206,88.92,8,9.0
HW_NERC12_Event99,12,RM,2023-08-17,2023-08-22,2023-08-19,231,86.39,6,4.0
HW_NERC12_Event100,12,RM,2024-06-13,2024-06-13,2024-06-13,165,85.84,1,2.0
HW_NERC12_Event101,12,RM,2024-06-24,2024-06-25,2024-06-24,176,86.09,2,3.0
HW_NERC12_Event102,12,RM,2024-07-11,2024-07-15,2024-07-13,195,89.76,5,12.0
HW_NERC12_Event103,12,RM,2024-07-24,2024-07-25,2024-07-24,206,85.67,2,3.0
HW_NERC12_Event104,12,RM,2024-07-29,2024-08-04,2024-08-01,214,87.69,7,11.0
HW_NERC13_Event1,13,SERC,1980-07-04,1980-07-19,1980-07-11,193,97.9,16,6.0
HW_NERC13_Event2,13,SERC,1980-07-30,1980-08-02,1980-07-31,213,95.73,4,6.0
HW_NERC13_Event3,13,SERC,1980-08-06,1980-08-10,1980-08-08,221,96.36,5,6.0
HW_NERC13_Event4,13,SERC,1980-08-20,1980-08-21,1980-08-20,233,93.95,2,2.0
HW_NERC13_Event5,13,SERC,1981-06-22,1981-06-24,1981-06-23,174,93.49,3,3.0
HW_NERC13_Event6,13,SERC,1981-07-08,1981-07-16,1981-07-12,193,94.59,9,4.0
HW_NERC13_Event7,13,SERC,1983-07-20,1983-07-24,1983-07-22,203,95.07,5,4.0
HW_NERC13_Event8,13,SERC,1983-08-10,1983-08-10,1983-08-10,222,92.66,1,2.0
HW_NERC13_Event9,13,SERC,1983-08-18,1983-08-24,1983-08-21,233,96.37,7,3.0
HW_NERC13_Event10,13,SERC,1986-07-07,1986-07-10,1986-07-08,189,94.23,4,4.0
HW_NERC13_Event11,13,SERC,1986-07-13,1986-07-14,1986-07-13,194,92.8,2,1.0
HW_NERC13_Event12,13,SERC,1986-07-18,1986-07-21,1986-07-19,200,95.9,4,4.0
HW_NERC13_Event13,13,SERC,1986-07-27,1986-08-01,1986-07-29,210,95.61,6,5.0
HW_NERC13_Event14,13,SERC,1987-07-21,1987-07-28,1987-07-24,205,94.26,8,6.0
HW_NERC13_Event15,13,SERC,1987-07-30,1987-08-02,1987-07-31,212,93.14,4,4.0
HW_NERC13_Event16,13,SERC,1987-08-21,1987-08-22,1987-08-21,233,93.9,2,3.0
HW_NERC13_Event17,13,SERC,1988-06-21,1988-06-25,1988-06-23,175,95.56,5,7.0
